ID,nest_name,nest_status,tree_species,country,canton,elev_swiss_maps,coordX,coordY,municipality,location
1176,Guggisberg_Buchwald_24,active_24,Picea abies (Norwegian Spruce),Switzerland,BE,1030,7.343330407,46.7597815,Guggisberg,Buchwald
1177,Niedermuhren_Tuntela_spruce,present,Picea abies (Norwegian Spruce),Switzerland,FR,708,7.289019569,46.84693669,Niedermuhren,Tuntela
1178,Marly_Villarsel_sur_Marly,active_24,Quercus robur (English Oak),Switzerland,FR,737,7.173531495,46.7584855,Marly,Villarsel
1179,Montbovon_La_Gite,present,Fagus sylvatica (Beech),Switzerland,FR,790,7.050523898,46.48816077,Montbovon,La
1180,Kleinbösingen_Gammacher_24,active_24,Fagus sylvatica (Beech),Switzerland,FR,528,7.202390489,46.887679,Kleinbösingen,Gammacher
1181,Laupen_Luchli_24,active_24,Quercus robur (English Oak),Switzerland,BE,579,7.256675853,46.90021901,Laupen,Luchli
1182,St.Ursen_Stoeckholz_24,active_24,Fagus sylvatica (Beech),Switzerland,FR,769,7.228823886,46.78634571,St.Ursen,Stoeckholz
1183,Flamatt_Holzacker_24,active_24,Picea abies (Norwegian Spruce),Switzerland,FR,575,7.324039585,46.88712534,Flamatt,Holzacker
1184,Thörishaus_Grossweid_24,present,Picea abies (Norwegian Spruce),Switzerland,BE,620,7.354594989,46.89368004,Thörishaus,Grossweid
1185,Rechthalten_Saga_24,present,Fraxinus sp (Ash),Switzerland,FR,887,7.25652792,46.76208599,Rechthalten,Saga
1186,Ueberstorf_Niedermettlen_24,active_24,Fagus sylvatica (Beech),Switzerland,FR,687,7.326135653,46.86867903,Ueberstorf,Niedermettlen
1187,Alterswil_Heimberg_24,present,Picea abies (Norwegian Spruce),Switzerland,FR,794,7.283621052,46.79436084,Alterswil,Heimberg
1188,Zumholz_Limbach_24,active_24,Acer sp (maple),Switzerland,FR,819,7.290711336,46.75887613,Zumholz,Limbach
1189,Zumholz_Riedgarten_24,active_24,Fagus sylvatica (Beech),Switzerland,FR,846,7.287431747,46.75818052,Zumholz,Riedgarten
1190,Tentlingen_Rossmatta_24,present,Fagus sylvatica (Beech),Switzerland,FR,702,7.181878652,46.76780382,Tentlingen,Rossmatta
1191,Romont_Haut_des_Champs,active_24,Fraxinus sp (Ash),Switzerland,FR,671,6.949622033,46.67714587,Romont,Haut des Champs
1192,Milken_Weid_24,active_24,Abies alba (Silver fir),Switzerland,BE,787,7.38809771,46.79990758,Milken,Weid
1193,Gotteron_Cote_du_Gotteron_24,active_24,Fagus sylvatica (Beech),Switzerland,FR,625,7.17949406,46.8020822,Gotteron,Cote du Gotteron
1194,Ueberstorf_Mischleren_24,present,Fagus sylvatica (Beech),Switzerland,FR,699,7.301707132,46.85251934,Ueberstorf,Mischleren
1195,Ueberstorf_Riedhalden_24,active_24,Fagus sylvatica (Beech),Switzerland,FR,608,7.309704124,46.87716322,Ueberstorf,Riedhalden
1196,Spiez_Grafematte,active_24,Acer sp (maple),Switzerland,BE,683,7.677271982,46.66023719,Spiez,Grafematte
1197,Wilen_Homberg_24,present,Quercus robur (English Oak),Switzerland,SG,596,9.157164971,47.42774625,Wilen,Homberg
1198,Riffenmatt_Dorfmatte_24,active_24,Fagus sylvatica (Beech),Switzerland,BE,928,7.337907518,46.78452592,Riffenmatt,Dorfmatte
1199,Wallenbuch_Grossacher_beech_24,present,Fagus sylvatica (Beech),Switzerland,FR,528,7.230813106,46.93380425,Wallenbuch,Grossacher
1200,Thörishaus_Reiti_24,present,Pinus sylvestris (Scots pine),Switzerland,BE,663,7.356857651,46.89513053,Thörishaus,Reiti
1201,Heitenried_Brämeriedholz_24,present,Fagus sylvatica (Beech),Switzerland,FR,744,7.290460178,46.82465062,Heitenried,Brämeriedholz
1202,Heitenried_Brüeliwiese_24,present,Quercus robur (English Oak),Switzerland,FR,725,7.289560489,46.82578373,Heitenried,Brüeliwiese
1203,Heitenried_Lettiswil_24,active_24,Fagus sylvatica (Beech),Switzerland,FR,779,7.301269193,46.82045791,Heitenried,Lettiswil
1204,Giffers_Tschuepru,active_24,Fagus sylvatica (Beech),Switzerland,FR,788,7.215632697,46.74832454,Giffers,Tschuepru
1205,Giffers_Tschuepru_oak,present,Quercus robur (English Oak),Switzerland,FR,788,7.216362717,46.74794773,Giffers,Tschuepru
1206,Milken_Unterwyden_24,present,Fagus sylvatica (Beech),Switzerland,BE,784,7.388029712,46.79980269,Milken,Unterwyden
1207,Milken_Wengerli_24,present,Picea abies (Norwegian Spruce),Switzerland,BE,779,7.387895558,46.80054273,Milken,Wengerli
1208,Alterswil_Wolperswilgraben_24,active_24,Picea abies (Norwegian Spruce),Switzerland,FR,723,7.250313728,46.78555332,Alterswil,Wolperswilgraben
1209,Alterswil_Sagenacher_24,active_24,Quercus robur (English Oak),Switzerland,FR,744,7.271155923,46.78207433,Alterswil,Sagenacher
1210,Oberschrot_Berg_24,active_24,Quercus robur (English Oak),Switzerland,FR,917,7.279791992,46.74551516,Oberschrot,Berg
1211,Rechthalten_Sandgrueba_24,active_24,Picea abies (Norwegian Spruce),Switzerland,FR,909,7.256178711,46.76136816,Rechthalten,Sandgrueba
1212,Milken_Unterwide_24,present,Abies alba (Silver fir),Switzerland,BE,796,7.387334494,46.79978636,Milken,Unterwide
1213,Milken_Haldenschlucht_24,present,Picea abies (Norwegian Spruce),Switzerland,BE,948,7.363013008,46.79468545,Milken,Haldenschlucht
1214,Kirchberg_Hasenberg_24,active_24,Picea abies (Norwegian Spruce),Switzerland,SG,762,9.032787012,47.4097338,Kirchberg,Hasenberg
1215,Wilen_Ochsenweid_24,active_24,Quercus robur (English Oak),Switzerland,SG,596,9.157113282,47.42778052,Wilen,Ochsenweid
1216,Vaulruz_Les_Molettes_24,active_24,Picea abies (Norwegian Spruce),Switzerland,FR,883,7.004664717,46.62932376,Vaulruz,Les Molettes
1217,St.Ursen_Neumatt_24,active_24,Picea abies (Norwegian Spruce),Switzerland,FR,658,7.211480247,46.80055397,St.Ursen,Neumatt
1218,Alterswil_Bachmatt_24,present,Abies alba (Silver fir),Switzerland,FR,769,7.302307938,46.80753749,Alterswil,Bachmatt
1219,Alterswil_Holzweid_24,active_24,Picea abies (Norwegian Spruce),Switzerland,FR,695,7.230132899,46.79153037,Alterswil,Holzweid
1220,Altbüron_Rislere_24,active_24,Fagus sylvatica (Beech),Switzerland,LU,669,7.89010124,47.17643951,Altbüron,Rislere
1221,Alterswil_Boden_24,active_24,Picea abies (Norwegian Spruce),Switzerland,FR,746,7.250779111,46.78324948,Alterswil,Boden
1222,Aekenmatt_Trunggli_24,active_24,Abies alba (Silver fir),Switzerland,BE,702,7.355281146,46.84998597,Aekenmatt,Trunggli
1223,Heubach_Stüdelibode_24,present,Picea abies (Norwegian Spruce),Switzerland,BE,836,7.408751,46.786612,Heubach,Stüdelibode
